Brightness,Offset_at_75_to_Center,Offset_at_120_to_Center,Offset_at_165_to_Center,Threshold_Gray,Min_Track_width,Red,Blue,Green,Led_Brightness,LEFT_DISTANCE,RIGHT_DISTANCE,norminal_speed
255,30,34,37,33,39,255,255,255,20,52,52,0.75
255,30,34,37,33,39,255,255,255,20,52,52,0.75
255,30,34,37,33,39,255,255,255,20,52,52,0.75
89,30,34,37,33,39,255,255,255,20,52,52,0.6
89,30,34,37,33,39,255,255,255,20,52,52,0.6
33,30,34,37,33,39,255,255,255,20,52,52,0.6
50,30,34,37,33,39,255,255,255,20,52,52,0.6
101,30,34,37,33,39,255,255,255,20,52,52,0.6
101,30,34,37,33,39,255,255,255,20,52,52,0.6
101,27,31,36,33,39,255,255,255,20,52,52,0.6
101,27,31,36,33,39,255,255,255,20,52,52,0.6
101,27,31,36,33,39,255,255,255,20,52,52,0.6
101,27,31,36,49,39,255,255,255,20,52,52,0.6
101,27,31,36,62,39,255,255,255,20,52,52,0.6
101,27,31,36,90,39,255,255,255,20,52,52,0.6
101,27,29,31,90,39,255,255,255,20,52,52,0.6
101,27,29,31,90,39,255,255,255,20,52,52,0.6
101,27,29,31,90,39,255,255,255,20,52,52,0.6
101,27,29,31,90,39,255,255,255,20,52,52,0.45000002
101,27,29,31,90,39,255,255,255,20,52,52,0.45000002
107,27,29,31,90,39,255,255,255,20,52,52,0.45000002
107,27,29,31,90,39,255,255,255,20,52,52,0.45000002
107,27,30,36,56,39,255,255,255,20,52,52,0.45000002
107,27,30,36,56,39,255,255,255,20,52,52,0.45000002
107,27,30,36,56,39,255,255,255,20,52,52,0.45000002
107,27,30,36,56,39,255,255,255,20,52,52,0.45000002
107,27,30,36,56,39,255,255,255,20,52,52,0.3
107,27,30,36,56,39,255,255,255,20,52,52,0.3
107,27,29,38,56,39,255,255,255,20,52,52,0.3
107,27,29,34,56,39,255,255,255,20,52,52,0.3
107,27,29,33,56,39,255,255,255,20,52,52,0.3
107,27,29,32,56,39,255,255,255,20,52,52,0.3
107,27,29,30,56,39,255,255,255,20,52,52,0.3
107,27,29,30,56,39,255,255,255,20,52,52,0.3
107,27,29,30,56,39,255,255,255,20,52,52,0.3
107,27,29,30,56,39,255,255,255,20,52,52,0.3
107,27,29,30,56,39,255,255,255,20,52,52,0.3
107,27,29,30,56,39,255,255,255,20,52,52,0.3
107,27,29,30,56,39,255,255,255,20,52,52,0.3
107,27,29,30,56,39,255,255,255,20,52,52,0.3
107,27,29,30,56,39,255,255,255,20,52,52,0.3
107,26,28,30,56,39,255,255,255,20,52,52,0.15
107,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
163,26,28,30,56,39,255,255,255,20,52,52,0.0
232,26,28,30,56,39,255,255,255,20,52,52,0.0
45,26,28,30,56,39,255,255,255,20,52,52,0.0
75,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,0,255,255,20,52,52,0.0
107,26,28,30,56,39,0,0,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
107,26,28,30,56,39,255,255,255,20,52,52,0.0
144,26,28,30,56,39,255,255,255,20,52,52,0.0
144,26,28,30,56,39,255,255,255,20,52,52,0.0
195,26,28,30,56,39,255,255,255,20,52,52,0.0
195,26,28,30,56,39,255,255,255,20,52,52,0.0
195,26,28,30,56,39,255,255,255,20,52,52,0.0
195,26,28,30,56,39,255,255,255,20,52,52,0.0
195,26,28,30,56,39,255,255,255,20,52,52,0.0
195,26,28,30,56,39,255,255,255,20,52,52,0.0
195,26,28,30,56,39,255,255,255,20,52,52,0.0
195,26,28,30,56,39,255,255,255,20,52,52,0.0
195,26,28,30,56,39,255,255,255,20,52,52,0.0
195,26,28,30,56,39,255,255,255,20,52,52,0.0
195,26,28,30,56,39,255,255,255,20,52,52,0.0
195,26,28,30,56,39,255,255,255,20,52,52,0.0
195,26,28,30,56,39,255,255,255,20,52,52,0.0
195,26,28,30,56,39,255,255,255,20,52,52,0.0
195,26,28,30,56,39,255,255,255,20,52,52,0.0
195,26,28,30,56,39,255,255,255,20,52,52,0.0
195,26,28,30,56,39,255,255,255,20,52,52,0.0
195,26,28,30,56,39,255,255,255,20,52,52,0.0
195,26,28,30,56,39,255,255,255,20,52,52,0.0
195,26,28,30,56,39,255,255,255,20,52,52,0.0
195,26,28,30,56,39,255,255,255,20,52,52,0.0
195,26,28,30,56,39,255,255,255,20,52,52,0.0
195,26,28,30,56,39,255,255,255,20,52,52,0.0
117,26,28,30,56,39,255,255,255,20,52,52,0.0
117,26,28,30,56,39,255,255,255,20,52,52,0.0
117,26,28,30,56,39,255,255,255,20,52,52,0.0
117,26,28,30,56,39,255,255,255,20,52,52,0.0
117,26,28,30,56,39,255,255,255,20,52,52,0.0
117,26,28,30,56,39,255,255,255,20,52,52,0.0
70,26,28,30,56,39,255,255,255,20,52,52,0.0
159,26,28,30,56,39,255,255,255,20,52,52,0.0
159,26,28,30,56,39,80,255,255,20,52,52,0.0
159,26,28,30,56,39,255,255,255,20,52,52,0.0
159,26,28,30,56,39,255,255,255,20,52,52,0.0
159,26,28,30,56,39,255,255,255,20,52,52,0.0
159,26,28,30,56,39,255,255,255,20,52,52,0.0
221,26,28,30,56,39,255,255,255,20,52,52,0.0
130,26,28,30,56,39,255,255,255,20,52,52,0.0
130,26,28,30,56,39,255,255,255,20,52,52,0.0
130,26,28,30,56,39,255,255,255,20,52,52,0.0
130,26,28,30,56,39,255,255,255,20,52,52,0.0
130,26,28,30,56,39,0,255,255,20,52,52,0.0
130,26,28,30,56,39,0,255,255,20,52,52,0.0
130,26,28,30,56,39,255,255,255,20,52,52,0.0
130,26,28,30,56,39,255,255,255,20,52,52,0.0
130,26,28,30,56,39,255,255,255,5,52,52,0.0
130,26,28,30,56,39,255,255,255,20,52,52,0.0
130,26,28,30,56,39,255,255,255,8,52,52,0.0
130,26,28,30,56,39,255,255,255,20,52,52,0.0
130,26,28,30,56,39,255,255,255,20,52,52,0.0
130,26,28,30,56,39,255,255,255,9,52,52,0.0
130,26,28,30,56,39,255,255,255,20,52,52,0.0
130,26,28,30,56,39,255,255,255,20,52,52,0.0
130,26,28,30,56,39,255,255,255,20,52,52,0.0
130,26,28,30,56,39,255,255,255,7,52,52,0.0
130,26,28,30,56,39,255,255,255,20,52,52,0.0
130,26,28,30,56,39,0,255,255,20,52,52,0.0
130,26,28,30,56,39,255,255,255,20,52,52,0.0
130,26,28,30,56,39,255,255,255,20,52,52,0.0
130,26,28,30,56,39,255,255,255,20,52,52,0.0
130,26,28,30,56,39,255,255,255,8,52,52,0.0
130,26,28,30,56,39,255,255,255,13,52,52,0.0
130,26,28,30,56,39,255,255,255,20,52,52,0.0
130,26,28,30,56,39,255,255,255,20,52,52,0.0
130,26,28,30,56,39,255,255,255,9,52,52,0.0
130,26,28,30,56,39,255,255,255,13,52,52,0.0
130,26,28,30,56,39,255,255,255,4,52,52,0.0
130,26,28,30,56,39,255,255,255,20,52,52,0.0
130,26,28,30,56,39,255,255,255,20,52,52,0.0
130,26,28,30,56,39,255,255,255,20,52,52,0.0
130,26,28,30,56,39,255,255,255,20,52,52,0.0
130,26,28,30,56,39,255,255,255,20,52,52,0.0
130,26,28,30,56,39,255,255,255,20,52,52,0.0
130,26,28,30,56,39,255,255,255,20,52,52,0.0
130,26,28,30,56,39,255,255,255,20,52,52,0.0
130,26,28,30,56,39,255,255,255,20,52,52,0.0
130,26,28,30,56,39,255,255,255,20,52,52,0.0
130,26,28,30,56,39,255,255,255,20,52,52,0.0
130,26,28,30,56,39,255,255,255,20,52,52,0.0
130,26,28,30,56,39,255,255,255,20,52,52,0.0
130,26,28,30,56,39,255,255,255,20,52,52,0.0
130,26,28,30,56,39,255,255,255,20,52,52,0.0
130,26,28,30,56,39,255,255,255,20,52,52,0.0
130,26,28,30,56,39,255,255,255,20,52,52,0.0
130,26,28,30,56,39,255,255,255,20,52,52,0.0
130,26,28,30,56,39,255,255,255,20,52,52,0.0
130,26,28,30,56,39,255,255,255,20,52,52,0.0
130,26,28,30,56,39,255,255,255,20,52,52,0.0
130,26,28,30,56,39,255,255,0,20,52,52,0.0
130,26,28,30,56,39,255,255,0,20,52,52,0.0
130,26,28,30,56,39,255,255,0,20,52,52,0.0
130,26,28,30,56,39,255,255,0,20,52,52,0.0
130,26,28,30,56,39,255,255,0,20,52,52,0.0
130,26,28,30,56,39,255,255,0,20,52,52,0.0
70,26,28,30,56,39,255,255,0,20,52,52,0.0
39,26,28,30,56,39,255,109,0,8,52,52,0.0
39,26,28,30,56,39,0,109,0,8,52,52,0.0
195,26,28,30,56,39,0,109,0,8,52,52,0.0
75,26,28,30,56,39,0,109,0,8,52,52,0.0
103,26,28,30,56,39,0,109,0,8,52,52,0.0
0,26,28,30,56,39,0,109,0,8,52,52,0.0
16,26,28,30,56,39,0,109,0,8,52,52,0.0
33,26,28,30,56,39,0,109,0,8,52,52,0.0
33,26,28,30,56,39,0,109,0,8,52,52,0.0
33,26,28,30,56,39,255,109,0,8,52,52,0.0
33,26,28,30,56,39,255,109,0,8,52,52,0.0
175,26,28,30,56,39,255,109,0,8,52,52,0.0
175,26,28,30,56,39,255,109,0,8,52,52,0.0
175,26,28,30,56,39,255,109,0,8,52,52,0.0
175,26,28,30,56,39,255,109,0,20,52,52,0.0
175,26,28,30,56,39,255,255,255,20,52,52,0.0
175,26,28,30,56,39,255,255,255,20,52,52,0.0
175,26,28,30,56,39,255,255,255,20,52,52,0.0
175,26,28,30,56,39,255,255,255,20,52,52,0.0
